id,name_el,name_ancient,name_en,entity_type,subtype,sanctuary_scope,sanctuary_setting,sanctuary_function_tags,ancient_region,modern_country,modern_country_iso3,modern_locality,latitude,longitude,geometry_wkt,start_year,end_year,date_note_el,chronology_basis,start_precision,end_precision,chronology_note_el,metropolis_el,associated_city_el,representative_center_el,deity_or_cult_el,dynasty_el,predecessor_el,successor_el,description_el,temporal_precision,location_certainty,coordinate_source,pleiades_location_precision,geometry_role,spatial_note_el,source_url,secondary_source_url,pleiades_id,data_version,review_status
kingdom-indo-greek-late,Ύστερα Ινδοελληνικά Βασίλεια,,Late Indo-Greek Kingdoms,kingdom,aggregate_regional_monarchies,,,,"Γανδάρα, Παροπαμισάδες και Παντζάμπ",Πακιστάν,PAK,,33.7457,72.8152,POINT (72.8152 33.7457),-130,10,130 π.Χ.–10 μ.Χ.,political_phase,uncertain,uncertain,Το διάστημα συμπυκνώνει αμφισβητούμενες ή μη συνεχείς ιστορικές φάσεις· απαιτείται λεπτομερέστερη διάσπαση πριν από αυστηρή χρονική ανάλυση.,,,Τάξιλα,,Πολλαπλές περιφερειακές δυναστείες,Ινδοελληνικό βασίλειο του Μενάνδρου και σύγχρονες δυναστείες,Ινδοσκυθικά και ινδοπαρθικά βασίλεια,"Συμβατική συγκεντρωτική εγγραφή για πολλά παράλληλα και ανταγωνιστικά βασίλεια, γνωστά κυρίως από νομίσματα· δεν πρέπει να ερμηνευθεί ως ενιαίο κράτος.",disputed,high,www.iranicaonline.org,,representative_center,Το σημείο αποδίδει την Τάξιλα ως ένα από τα σημαντικότερα κέντρα και όχι κοινή πρωτεύουσα· απαιτούνται στο μέλλον επιμέρους εγγραφές και επικαλυπτόμενα πολύγωνα.,https://www.iranicaonline.org/articles/indo-greek-dynasty/,,,0.1 — 2026-08-14,needs_review
kingdom-epirus-aeacid,Βασίλειο της Ηπείρου των Αιακιδών,Μολοσσοί / Ἤπειρος,Aeacid Kingdom of Epirus,kingdom,regional_dynastic_monarchy,,,,Ήπειρος,Ελλάδα,GRC,,39.5465,20.7877,POINT (20.7877 39.5465),-390,-231,390 π.Χ.–231 π.Χ.,political_phase,approximate,approximate,,,,Δωδώνη,,Αιακίδες,Μολοσσικές φυλετικές ηγεμονίες,Κοινό των Ηπειρωτών,Η μολοσσική δυναστεία διαμόρφωσε ευρύτερο ηπειρωτικό βασίλειο και έφθασε σε μεγάλη ακμή με τον Πύρρο· η μοναρχία καταργήθηκε το 231 π.Χ.,approximate,high,www.cambridge.org,,representative_center,"Το σημείο αποδίδει τη Δωδώνη ως κύριο πολιτικό και θρησκευτικό κέντρο, όχι σταθερή πρωτεύουσα ή επικράτεια· τα πολύγωνα θα είναι ξεχωριστά.",https://www.cambridge.org/core/books/cambridge-companion-to-alexander-the-great/contexts/D0DFBC7B39E453BD0E365F56F74DA097,,,0.1 — 2026-08-14,curated_initial
kingdom-iolcos-palatial,Ανακτορικό κράτος της Ιωλκού,Ἰωλκός,Iolcos Palatial State,kingdom,mycenaean_palatial_polity,,,,Θεσσαλία,Ελλάδα,GRC,,39.3619,22.8919,POINT (22.8919 39.3619),-1400,-1200,1400 π.Χ.–1200 π.Χ.,political_phase,approximate,approximate,,,,Διμήνι,,Άγνωστη· οι Αιολίδες ανήκουν στη μυθική παράδοση,Πρώιμες μυκηναϊκές κοινότητες της Μαγνησίας,Μετανακτορικές θεσσαλικές κοινότητες,"Το ανάκτορο στο Διμήνι είναι το μοναδικό γνωστό μυκηναϊκό ανακτορικό κέντρο της Θεσσαλίας και συνδέεται πιθανώς, όχι απολύτως, με την Ιωλκό.",broad_range,high,odysseus.culture.gr,,representative_center,Το σημείο αποδίδει το ανάκτορο στο Διμήνι ως πιθανό κέντρο της Ιωλκού· δεν είναι εδαφικό πολύγωνο και η ταύτιση έχει βαθμό αβεβαιότητας.,https://odysseus.culture.gr/h/3/eh351.jsp?obj_id=2501,,,0.1 — 2026-08-14,curated_initial
kingdom-lysimachid,Βασίλειο του Λυσιμάχου,Βασιλεία Λυσιμάχου,Lysimachid Kingdom,kingdom,successor_kingdom,,,,Θράκη και δυτική Μικρά Ασία,Τουρκία,TUR,,40.5482,26.7508,POINT (26.7508 40.5482),-306,-281,306 π.Χ.–281 π.Χ.,political_phase,exact,exact,,,,Λυσιμάχεια,,Λυσιμαχίδες,Θρακική σατραπεία της αυτοκρατορίας του Αλεξάνδρου,Σελευκιδικό βασίλειο και ανεξάρτητα μικρασιατικά κράτη,"Το βασίλειο του Διαδόχου Λυσιμάχου περιέλαβε τη Θράκη, τμήματα της Μικράς Ασίας και για λίγο τη Μακεδονία, πριν καταρρεύσει μετά το Κουροπέδιο.",exact,high,curated point linked to Pleiades place,precise,representative_center,"Το σημείο αποδίδει κατά προσέγγιση τη Λυσιμάχεια, ιδρυμένη ως βασιλική πρωτεύουσα· η θέση έχει χωρική αβεβαιότητα και τα εδάφη θα αποδοθούν σε ξεχωριστό GeoJSON.",https://pleiades.stoa.org/places/501458,,501458,0.1 — 2026-08-14,curated_initial
kingdom-cappadocia-ariarathid,Βασίλειο της Καππαδοκίας των Αριαραθιδών,Καππαδοκία,Ariarathid Kingdom of Cappadocia,kingdom,hellenistic_iranian_dynasty,,,,Καππαδοκία,Τουρκία,TUR,,38.7225,35.4875,POINT (35.4875 38.7225),-331,-96,331 π.Χ.–96 π.Χ.,political_phase,approximate,approximate,,,,Μάζακα,,Αριαραθίδες,Αχαιμενιδική σατραπεία Καππαδοκίας,Ύστερο πελατειακό βασίλειο της Καππαδοκίας,"Ιρανικής καταγωγής δυναστεία σε ελληνιστικό πολιτικό και πολιτισμικό περιβάλλον· η συνέχεια γνώρισε διακοπές, επεμβάσεις Σελευκιδών και Ποντίων και αμφισβητούμενες διαδοχές.",approximate,high,www.iranicaonline.org,,representative_center,"Το σημείο αποδίδει τη Μάζακα ως βασιλικό κέντρο, όχι την επικράτεια ή όλες τις μετακινήσεις της αυλής· τα εδαφικά πολύγωνα θα τηρούνται χωριστά.",https://www.iranicaonline.org/articles/cappadocia/,,,0.1 — 2026-08-14,curated_initial
kingdom-cappadocia-late-client,Ύστερο Βασίλειο της Καππαδοκίας,Καππαδοκία,Late Kingdom of Cappadocia,kingdom,hellenistic_roman_client_kingdom,,,,Καππαδοκία,Τουρκία,TUR,,38.7225,35.4875,POINT (35.4875 38.7225),-95,17,95 π.Χ.–17 μ.Χ.,political_phase,uncertain,uncertain,Το διάστημα συμπυκνώνει αμφισβητούμενες ή μη συνεχείς ιστορικές φάσεις· απαιτείται λεπτομερέστερη διάσπαση πριν από αυστηρή χρονική ανάλυση.,,,Μάζακα,,Αριοβαρζανίδες· κατόπιν Αρχέλαος,Βασίλειο της Καππαδοκίας των Αριαραθιδών,Ρωμαϊκή επαρχία Καππαδοκία,"Υστεροελληνιστική και ρωμαϊκή πελατειακή φάση, με επανειλημμένες εκθρονίσεις και αποκαταστάσεις, έως την προσάρτηση από τον Τιβέριο το 17 μ.Χ.",mixed,high,www.iranicaonline.org,,representative_center,"Το σημείο αποδίδει τη Μάζακα ως κύριο βασιλικό κέντρο, όχι την εδαφική έκταση· οι διακοπές και μεταβολές κυριαρχίας χρειάζονται ξεχωριστές χρονικές φάσεις και πολύγωνα.",https://www.iranicaonline.org/articles/cappadocia/,,,0.1 — 2026-08-14,needs_review
kingdom-bosporus-archaeanactid,Βασίλειο του Κιμμερίου Βοσπόρου — Αρχαιανακτίδες,Βασίλειον τοῦ Κιμμερικοῦ Βοσπόρου,Bosporan Kingdom — Archaeanactid Phase,kingdom,greco_scythian_dynastic_monarchy,,,,Κιμμέριος Βόσπορος,Ουκρανία,UKR,,45.3507,36.47,POINT (36.47 45.3507),-480,-438,480 π.Χ.–438 π.Χ.,political_phase,approximate,approximate,,,,"Παντικάπαιον, Κερτς",,Αρχαιανακτίδες,Συμμαχία ελληνικών πόλεων στις δύο πλευρές του στενού,Βασίλειο του Κιμμερίου Βοσπόρου των Σπαρτοκιδών,"Πρώιμη μοναρχική ενοποίηση ελληνικών πόλεων γύρω από τον πορθμό του Κερτς, μέσα σε μικτό ελληνοσκυθικό περιβάλλον.",approximate,high,www.iranicaonline.org,,representative_center,"Το σημείο αποδίδει το Παντικάπαιον ως πρωτεύουσα, όχι το δίκτυο πόλεων και εδαφών· τα πολύγωνα θα τηρούνται χωριστά. Η αναφορά στην Κριμαία δεν δηλώνει θέση περί σύγχρονης κυριαρχίας.",https://www.iranicaonline.org/articles/scythians/,,,0.1 — 2026-08-14,curated_initial
kingdom-bosporus-mithridatic,Βασίλειο του Κιμμερίου Βοσπόρου — Μιθριδατική φάση,Βασίλειον τοῦ Κιμμερικοῦ Βοσπόρου,Bosporan Kingdom — Mithridatic Phase,kingdom,pontic_bosporan_phase,,,,Κιμμέριος Βόσπορος,Ουκρανία,UKR,,45.3507,36.47,POINT (36.47 45.3507),-107,-63,107 π.Χ.–63 π.Χ.,political_phase,approximate,approximate,,,,"Παντικάπαιον, Κερτς",,Μιθριδατίδες του Πόντου,Βασίλειο του Κιμμερίου Βοσπόρου των Σπαρτοκιδών,Ρωμαϊκά εξαρτημένο Βασίλειο του Βοσπόρου,Ο Βόσπορος εντάχθηκε στη σφαίρα του Μιθριδάτη ΣΤ΄ και διοικήθηκε από μέλη ή αντιπροσώπους του ποντιακού οίκου έως την εξέγερση του Φαρνάκη.,approximate,high,www.iranicaonline.org,,representative_center,"Το σημείο αποδίδει το Παντικάπαιον ως πρωτεύουσα, όχι την ποντιακή ή βοσποριανή επικράτεια· τα πολύγωνα θα τηρούνται χωριστά. Η σύγχρονη κυριαρχία στην Κριμαία δεν υπονοείται.",https://www.iranicaonline.org/articles/scythians/,,,0.1 — 2026-08-14,curated_initial
kingdom-bosporus-spartocid,Βασίλειο του Κιμμερίου Βοσπόρου — Σπαρτοκίδες,Βασίλειον τοῦ Κιμμερικοῦ Βοσπόρου,Bosporan Kingdom — Spartocid Phase,kingdom,greco_scythian_dynastic_monarchy,,,,Κιμμέριος Βόσπορος,Ουκρανία,UKR,,45.3507,36.47,POINT (36.47 45.3507),-438,-107,438 π.Χ.–107 π.Χ.,political_phase,approximate,approximate,,,,"Παντικάπαιον, Κερτς",,Σπαρτοκίδες,Βασίλειο του Κιμμερίου Βοσπόρου των Αρχαιανακτιδών,Ποντιακή-μιθριδατική φάση του Βοσπόρου,Μακρόβια ελληνοσκυθική μοναρχία με πρωτεύουσα το Παντικάπαιον και ισχυρό εμπόριο σιτηρών με το Αιγαίο· οι άρχοντες έφεραν διαφορετικούς τίτλους για ελληνικούς και μη ελληνικούς πληθυσμούς.,approximate,high,www.encyclopediaofukraine.com,,representative_center,"Το σημείο αποδίδει την πρωτεύουσα Παντικάπαιον, όχι τα μεταβαλλόμενα εδάφη σε Κριμαία και Ταμάν· τα πολύγωνα θα είναι χωριστά. Η σύγχρονη κυριαρχία δεν υπονοείται.",https://www.encyclopediaofukraine.com/display.asp?linkpath=pages%5CB%5CO%5CBosporanKingdom.htm,,,0.1 — 2026-08-14,curated_initial
kingdom-commagene,Βασίλειο της Κομμαγηνής,Κομμαγηνή,Kingdom of Commagene,kingdom,hybrid_hellenistic_kingdom,,,,Κομμαγηνή,Τουρκία,TUR,,37.5451,38.5008,POINT (38.5008 37.5451),-163,72,163 π.Χ.–72 μ.Χ.,political_phase,uncertain,uncertain,Το διάστημα συμπυκνώνει αμφισβητούμενες ή μη συνεχείς ιστορικές φάσεις· απαιτείται λεπτομερέστερη διάσπαση πριν από αυστηρή χρονική ανάλυση.,,,Σαμόσατα,,Οροντίδες / Ερβανδίδες,Σελευκιδική σατραπεία Κομμαγηνής,Ρωμαϊκή επαρχία Συρία,"Μικρό ελληνιστικό βασίλειο με ελληνικές, ιρανικές και αρμενικές παραδόσεις. Η ανεξαρτησία διακόπηκε το 17–38 μ.Χ. πριν από την οριστική ρωμαϊκή προσάρτηση.",mixed,high,whc.unesco.org,,representative_center,"Το σημείο αποδίδει τη Σαμόσατα, σήμερα σε μεγάλο βαθμό κατακλυσμένη, ως πρωτεύουσα· η επικράτεια και η διακοπή του 17–38 μ.Χ. θα αποδοθούν χωριστά.",https://whc.unesco.org/en/list/448/,,,0.1 — 2026-08-14,needs_review
kingdom-knossos-mycenaean,Μυκηναϊκή ανακτορική φάση της Κνωσού,Κνωσός (Γραμμική Β: ko-no-so),Mycenaean Knossos Palatial State,kingdom,mycenaean_palatial_polity,,,,Κρήτη,Ελλάδα,GRC,,35.2987,25.1614,POINT (25.1614 35.2987),-1450,-1375,1450 π.Χ.–1375 π.Χ.,political_phase,approximate,approximate,,,,Ανάκτορο Κνωσού,,Άγνωστη μυκηναϊκή διοικητική ελίτ,Νεοανακτορικό μινωικό κράτος της Κνωσού,Μετανακτορική Κρήτη και περιφερειακά κέντρα,Η χρήση της ελληνικής Γραμμικής Β δείχνει μυκηναϊκή διοίκηση στην Κνωσό μετά περίπου το 1450 π.Χ.· η τελική χρονολόγηση του αρχείου παραμένει συζητήσιμη.,approximate,high,odysseus.culture.gr,,representative_center,"Το σημείο αποδίδει το ανάκτορο της Κνωσού, όχι την έκταση της διοίκησής του στην Κρήτη· τα εδαφικά πολύγωνα θα είναι ξεχωριστά και θα φέρουν αβεβαιότητα.",https://odysseus.culture.gr/h/2/eh2530.jsp?obj_id=716,,,0.1 — 2026-08-14,curated_initial
kingdom-paphos-cyprus,Πόλη-βασίλειο της Πάφου,Πάφος,City-Kingdom of Paphos,kingdom,cypriot_city_kingdom,,,,Κύπρος,Κύπρος,CYP,,34.7084,32.573,POINT (32.573 34.7084),-800,-312,800 π.Χ.–312 π.Χ.,political_phase,approximate,approximate,,,,"Παλαίπαφος, Κούκλια",,Τοπικές παφιακές βασιλικές γενεές· Νικοκλείδες στην ύστερη φάση,Ύστερη εποχή του Χαλκού και πρώιμη πολιτειακή συγκρότηση της Παλαίπαφου,Πτολεμαϊκή διοίκηση της Κύπρου,Αυτόνομο κυπριακό μικροκράτος με κέντρο την Παλαίπαφο και το ιερό της Αφροδίτης· η πρώιμη χρονολογία είναι συμβατική και αρχαιολογικά ευρεία.,broad_range,high,websites.ucy.ac.cy,,representative_center,"Το σημείο αποδίδει την Παλαίπαφο ως αρχικό βασιλικό και λατρευτικό κέντρο, όχι την επικράτεια· τα εδαφικά πολύγωνα θα δημοσιευθούν χωριστά.",https://websites.ucy.ac.cy/pulp/documents/Publications/Iacovou_2014-POLITICAL_ECONOMIES.pdf,,,0.1 — 2026-08-14,curated_initial
kingdom-salamis-cyprus,Πόλη-βασίλειο της Σαλαμίνας Κύπρου,Σαλαμίς,"City-Kingdom of Salamis, Cyprus",kingdom,cypriot_city_kingdom,,,,Κύπρος,Κύπρος,CYP,,35.1853,33.9014,POINT (33.9014 35.1853),-800,-311,800 π.Χ.–311 π.Χ.,political_phase,approximate,approximate,,,,Σαλαμίνα Κύπρου,,"Τευκρίδες και ιστορικές βασιλικές γραμμές, μεταξύ τους οι Ευαγορίδες",Ύστερη εποχή του Χαλκού στην Έγκωμη και πρώιμες κυπριακές ηγεμονίες,Πτολεμαϊκή διοίκηση της Κύπρου,Μία από τις ισχυρότερες κυπριακές πόλεις-βασίλεια. Η έναρξη είναι ευρεία αρχαιολογική προσέγγιση και η μοναρχία καταργήθηκε με την πτολεμαϊκή ενοποίηση της Κύπρου.,broad_range,high,www.uni-muenster.de,,representative_center,"Το σημείο αποδίδει την αρχαία Σαλαμίνα ως βασιλικό κέντρο, όχι τα μεταβαλλόμενα όρια του βασιλείου· τα πολύγωνα θα αποθηκευθούν χωριστά.",https://www.uni-muenster.de/ZypernInstitut/en/publikationen/schriften13.html,,,0.1 — 2026-08-14,curated_initial
kingdom-cyrene-magas,Βασίλειο της Κυρήνης του Μάγα,Κυρήνη,Kingdom of Cyrene under Magas,kingdom,hellenistic_breakaway_kingdom,,,,Κυρηναϊκή,Λιβύη,LBY,,32.825,21.8583,POINT (21.8583 32.825),-276,-250,276 π.Χ.–250 π.Χ.,political_phase,approximate,approximate,,,,Κυρήνη,,Μάγας· βραχεία διαδοχή Δημητρίου του Καλλού,Πτολεμαϊκή διοίκηση της Κυρηναϊκής,Βραχεία διαδοχή Δημητρίου του Καλλού και επανένταξη στους Πτολεμαίους,"Ο Μάγας, αρχικά πτολεμαϊκός διοικητής, αναγνωρίστηκε ως βασιλιάς της Κυρήνης και διατήρησε ουσιαστική αυτονομία έως τον θάνατό του.",approximate,high,discovery.ucl.ac.uk,,representative_center,"Το σημείο αποδίδει την πόλη Κυρήνη ως βασιλικό κέντρο, όχι ολόκληρη την Κυρηναϊκή· η σχέση εξάρτησης από την Αίγυπτο και τα εδάφη χρειάζονται χωριστές φάσεις.",https://discovery.ucl.ac.uk/10062899/1/1873-5363_bnj_fulltextxml_a162.pdf,,,0.1 — 2026-08-14,curated_initial
kingdom-cyrene-battiad,Βασίλειο της Κυρήνης των Βαττιαδών,Κυρήνη,Battiad Kingdom of Cyrene,kingdom,greek_colonial_monarchy,,,,Κυρηναϊκή,Λιβύη,LBY,,32.825,21.8583,POINT (21.8583 32.825),-631,-440,631 π.Χ.–440 π.Χ.,political_phase,approximate,approximate,,,,Κυρήνη,,Βαττιάδες,Αποικιακή εγκατάσταση Θηραίων και τοπικές λιβυκές κοινότητες,Κυρηναϊκή πολιτεία με μη μοναρχικούς θεσμούς,Ελληνική αποικιακή μοναρχία που ιδρύθηκε από Θηραίους και εξελίχθηκε σε σημαντικό κέντρο της Κυρηναϊκής μέχρι την κατάργηση της δυναστείας.,approximate,high,whc.unesco.org,,representative_center,"Το σημείο αποδίδει την πόλη-πρωτεύουσα Κυρήνη, όχι το σύνολο της Κυρηναϊκής· τα εδαφικά πολύγωνα θα τηρούνται σε ξεχωριστό GeoJSON.",https://whc.unesco.org/en/list/190/,,,0.1 — 2026-08-14,curated_initial
kingdom-macedon-antigonid,Βασίλειο της Μακεδονίας των Αντιγονιδών,Μακεδονία,Antigonid Kingdom of Macedon,kingdom,successor_kingdom,,,,Μακεδονία,Ελλάδα,GRC,,40.7612,22.526,POINT (22.526 40.7612),-277,-168,277 π.Χ.–168 π.Χ.,political_phase,approximate,approximate,,,,Πέλλα,,Αντιγονίδες,Μεταβατικές βασιλείες στη Μακεδονία μετά τους Διαδόχους,Ρωμαϊκές μερίδες της Μακεδονίας και κατόπιν επαρχία,Σταθεροποιήθηκε με τον Αντίγονο Β΄ Γονατά και έληξε με την ήττα του Περσέα στην Πύδνα και την κατάλυση της μοναρχίας από τη Ρώμη.,approximate,high,www.metmuseum.org,,representative_center,"Το σημείο αποδίδει την Πέλλα ως πρωτεύουσα, όχι την κυμαινόμενη μακεδονική επικράτεια· τα πολύγωνα θα αποθηκευθούν χωριστά ανά φάση.",https://www.metmuseum.org/toah/hd/gkru/hd_gkru.htm,,,0.1 — 2026-08-14,curated_initial
kingdom-macedon-argead,Βασίλειο της Μακεδονίας των Αργεαδών,Μακεδονία / Μακεδόνων βασιλεία,Argead Kingdom of Macedon,kingdom,archaic_classical_dynastic_monarchy,,,,Μακεδονία,Ελλάδα,GRC,,40.4811,22.313,POINT (22.313 40.4811),-700,-336,700 π.Χ.–336 π.Χ.,political_phase,approximate,approximate,,,,Αιγές,,Αργεάδες / Τημενίδες,Πρώιμες μακεδονικές ηγεμονίες,Αυτοκρατορία του Αλεξάνδρου,"Η δυναστεία ενοποίησε σταδιακά τη Μακεδονία· οι Αιγές ήταν η πρώτη πρωτεύουσα και δυναστικό κέντρο, ενώ η αυλή μεταφέρθηκε αργότερα στην Πέλλα.",approximate,high,whc.unesco.org,,representative_center,"Το σημείο αποδίδει τις Αιγές ως πρώτη πρωτεύουσα και δυναστικό κέντρο, όχι τα μεταβαλλόμενα σύνορα της Μακεδονίας· τα πολύγωνα θα αποθηκευθούν χωριστά.",https://whc.unesco.org/en/list/780/,,,0.1 — 2026-08-14,curated_initial
kingdom-macedon-kassandrid,Βασίλειο της Μακεδονίας των Κασσανδριδών,Μακεδονία,Kassandrid Kingdom of Macedon,kingdom,successor_kingdom,,,,Μακεδονία,Ελλάδα,GRC,,40.7612,22.526,POINT (22.526 40.7612),-305,-294,305 π.Χ.–294 π.Χ.,political_phase,exact,exact,,,,Πέλλα,,Αντιπατρίδες / Κασσανδρίδες,Αργεάδες και μεταλεξάνδρεια αντιβασιλεία,"Βραχείες βασιλείες Δημητρίου, Πύρρου και Λυσιμάχου",Ο Κάσσανδρος έλαβε τον βασιλικό τίτλο το 305 π.Χ.· η δυναστική φάση έληξε όταν ο Δημήτριος Πολιορκητής κατέλαβε τη Μακεδονία.,exact,high,www.metmuseum.org,,representative_center,"Το σημείο αποδίδει την Πέλλα ως πρωτεύουσα, όχι τα σύνορα του βασιλείου· οι εδαφικές μεταβολές των πολέμων των Διαδόχων θα αποδοθούν σε ξεχωριστό GeoJSON.",https://www.metmuseum.org/toah/hd/gkru/hd_gkru.htm,,,0.1 — 2026-08-14,curated_initial
kingdom-alexander-empire,Αυτοκρατορία του Αλεξάνδρου,Ἀλέξανδρος βασιλεὺς Μακεδόνων,Empire of Alexander the Great,kingdom,conquest_empire,,,,"Μακεδονία, Αίγυπτος και Ασία",Ιράκ,IRQ,,32.5423,44.4208,POINT (44.4208 32.5423),-336,-323,336 π.Χ.–323 π.Χ.,political_phase,exact,exact,,,,Βαβυλώνα,,Αργεάδες,Βασίλειο της Μακεδονίας των Αργεαδών,Μεταλεξάνδρεια αντιβασιλεία και βασίλεια των Διαδόχων,"Η μακεδονική μοναρχία του Αλεξάνδρου κατέλυσε την Αχαιμενιδική αυτοκρατορία και έφθασε ως τον Ινδό, χωρίς να αποκτήσει σταθερή ενιαία πρωτεύουσα.",exact,high,www.metmuseum.org,,representative_center,Το σημείο αποδίδει τη Βαβυλώνα ως τελικό διοικητικό κέντρο και τόπο θανάτου του Αλεξάνδρου· η αυλή ήταν κινητή και η αυτοκρατορική έκταση απαιτεί ξεχωριστά χρονολογημένα πολύγωνα.,https://www.metmuseum.org/essays/the-rise-of-macedonia-and-the-conquests-of-alexander-the-great,,,0.1 — 2026-08-14,curated_initial
kingdom-pylos-palatial,Ανακτορικό κράτος της Πύλου,Πύλος,Pylos Palatial State,kingdom,mycenaean_palatial_polity,,,,Μεσσηνία,Ελλάδα,GRC,,37.0286,21.6956,POINT (21.6956 37.0286),-1450,-1180,1450 π.Χ.–1180 π.Χ.,political_phase,approximate,approximate,,,,"Ανάκτορο του Νέστορα, Άνω Εγκλιανός",,Άγνωστη· οι Νηλείδες ανήκουν στη μυθική παράδοση,Πρώιμες μυκηναϊκές κοινότητες της δυτικής Μεσσηνίας,Μετανακτορικές κοινότητες της Μεσσηνίας,Το αρχείο της Γραμμικής Β τεκμηριώνει συγκεντρωτική ανακτορική διοίκηση στη δυτική Μεσσηνία πριν από την καταστροφή του ανακτόρου.,broad_range,high,odysseus.culture.gr,,representative_center,"Το σημείο αποδίδει το ανάκτορο στον Άνω Εγκλιανό, όχι το σύνολο της επικράτειας· τα εδαφικά πολύγωνα θα αποτελέσουν ξεχωριστό χρονολογημένο GeoJSON.",https://odysseus.culture.gr/h/3/eh355.jsp?obj_id=2562,,,0.1 — 2026-08-14,curated_initial
kingdom-attalid-pergamon,Βασίλειο της Περγάμου των Ατταλιδών,Βασιλεία τῶν Ἀτταλιδῶν,Attalid Kingdom of Pergamon,kingdom,dynastic_state_to_kingdom,,,,Μυσία και δυτική Μικρά Ασία,Τουρκία,TUR,,39.1327,27.1841,POINT (27.1841 39.1327),-283,-133,283 π.Χ.–133 π.Χ.,political_phase,uncertain,uncertain,Το διάστημα συμπυκνώνει αμφισβητούμενες ή μη συνεχείς ιστορικές φάσεις· απαιτείται λεπτομερέστερη διάσπαση πριν από αυστηρή χρονική ανάλυση.,,,Πέργαμος,,Ατταλίδες,Σελευκιδική επικυριαρχία στη δυτική Μικρά Ασία,Ρωμαϊκή επαρχία Ασία,"Η δυναστική ηγεμονία άρχισε με τον Φιλέταιρο, ενώ ο Άτταλος Α΄ έλαβε επίσημα τον τίτλο του βασιλιά το 241 π.Χ.· ο Άτταλος Γ΄ κληροδότησε το κράτος στη Ρώμη.",mixed,high,www.metmuseum.org,,representative_center,"Το σημείο αποδίδει την ακρόπολη της Περγάμου ως πρωτεύουσα, όχι την επικράτεια· τα πολύγωνα θα διαχωρίζουν την πρώιμη ηγεμονία από το ώριμο βασίλειο.",https://www.metmuseum.org/toah/hd/gkru/hd_gkru.htm,,,0.1 — 2026-08-14,needs_review
kingdom-pontus-mithridatid,Βασίλειο του Πόντου,Βασιλεία τοῦ Πόντου,Kingdom of Pontus,kingdom,hellenistic_dynastic_kingdom,,,,Πόντος,Τουρκία,TUR,,42.0266,35.1517,POINT (35.1517 42.0266),-280,-63,280 π.Χ.–63 π.Χ.,political_phase,approximate,approximate,,,,Σινώπη,,Μιθριδατίδες,Καππαδοκική σατραπεία και περιφερειακές δυναστείες,Ρωμαϊκή επαρχία Βιθυνία και Πόντος,"Ελληνοϊρανική μοναρχία της νότιας Μαύρης Θάλασσας, με ιδιαίτερη ακμή υπό τον Μιθριδάτη ΣΤ΄· η Σινώπη έγινε βασιλική πρωτεύουσα μετά την κατάκτησή της.",approximate,high,www.metmuseum.org,,representative_center,Το σημείο αποδίδει τη Σινώπη ως κύρια ύστερη πρωτεύουσα και όχι την αρχική έδρα στην Αμάσεια ή τα μεταβαλλόμενα σύνορα· τα πολύγωνα θα είναι ξεχωριστά.,https://www.metmuseum.org/toah/hd/gkru/hd_gkru.htm,,,0.1 — 2026-08-14,curated_initial
kingdom-syracuse-agathocles,Βασίλειο των Συρακουσών του Αγαθοκλή,Συράκουσαι,Kingdom of Syracuse under Agathocles,kingdom,sicilian_greek_kingship,,,,Σικελία,Ιταλία,ITA,,37.0608,15.2926,POINT (15.2926 37.0608),-304,-289,304 π.Χ.–289 π.Χ.,political_phase,exact,exact,,,,Συρακούσες,,Αγαθοκλής και οικογένεια,Συρακούσια πόλη υπό τυραννική εξουσία του Αγαθοκλή,Μεταγαθοκλείδεια αστάθεια στις Συρακούσες,"Ο Αγαθοκλής, ήδη τύραννος των Συρακουσών, υιοθέτησε τον βασιλικό τίτλο στο πλαίσιο των ελληνιστικών μοναρχιών και κυβέρνησε μεγάλο μέρος της ελληνικής Σικελίας.",exact,high,www.britishmuseum.org,,representative_center,"Το σημείο αποδίδει τις Συρακούσες ως πρωτεύουσα, όχι όλες τις σικελικές και υπερπόντιες κτήσεις του Αγαθοκλή· τα πολύγωνα θα είναι ξεχωριστά ανά εκστρατευτική φάση.",https://www.britishmuseum.org/collection/object/C_2013-4030-144,,,0.1 — 2026-08-14,curated_initial
kingdom-syracuse-hieron-ii,Βασίλειο των Συρακουσών του Ιέρωνα Β΄,Συράκουσαι,Kingdom of Syracuse under Hieron II,kingdom,sicilian_greek_kingship,,,,Σικελία,Ιταλία,ITA,,37.0608,15.2926,POINT (15.2926 37.0608),-269,-215,269 π.Χ.–215 π.Χ.,political_phase,approximate,approximate,,,,Συρακούσες,,Ιέρων Β΄ και Ιερωνίδες,Μεταπύρρεια πολιτική αστάθεια στις Συρακούσες,Ιερώνυμος και κατόπιν ρωμαϊκή κατάκτηση,Ο Ιέρων Β΄ εγκαθίδρυσε μακρόβια μοναρχία στις Συρακούσες και διατήρησε συμμαχία με τη Ρώμη· μετά τον θάνατό του ακολούθησε σύντομη κρίση και ρωμαϊκή κατάκτηση.,approximate,high,www.britishmuseum.org,,representative_center,"Το σημείο αποδίδει τις Συρακούσες ως πρωτεύουσα, όχι την ελεγχόμενη νοτιοανατολική Σικελία· τα εδαφικά πολύγωνα θα τηρούνται χωριστά.",https://www.britishmuseum.org/collection/object/C_TC-p80-56-Syr,,,0.1 — 2026-08-14,curated_initial
