chronology_id,entity_id,start_year,end_year,start_precision,end_precision,temporal_precision,chronology_basis,display_cutoff,label_el,label_en,note_el,note_en,source_id,review_state
chronology-kingdom-cyrene-magas-primary,kingdom-cyrene-magas,-276,-250,approximate,approximate,approximate,political_phase,0,276 π.Χ.–250 π.Χ.,276 BCE–250 BCE,,,src-persee-a9866e5e43d7,reviewed
chronology-kingdom-epirus-aeacid-primary,kingdom-epirus-aeacid,-390,-231,approximate,approximate,approximate,political_phase,0,390 π.Χ.–231 π.Χ.,390 BCE–231 BCE,,,src-cambridge-96106a304cc6,reviewed
chronology-kingdom-greco-bactrian-diodotid-primary,kingdom-greco-bactrian-diodotid,-256,-235,approximate,approximate,approximate,political_phase,0,256 π.Χ.–235 π.Χ.,256 BCE–235 BCE,,,src-metmuseum-50fe20dc493f,reviewed
chronology-kingdom-greco-bactrian-eucratid-primary,kingdom-greco-bactrian-eucratid,-171,-130,approximate,approximate,approximate,political_phase,0,171 π.Χ.–130 π.Χ.,171 BCE–130 BCE,,,src-iranicaonline-2bb61f112fc3,reviewed
chronology-kingdom-greco-bactrian-euthydemid-primary,kingdom-greco-bactrian-euthydemid,-235,-171,approximate,approximate,approximate,political_phase,0,235 π.Χ.–171 π.Χ.,235 BCE–171 BCE,,,src-iranicaonline-d4697d4d5c1a,reviewed
chronology-kingdom-indo-greek-early-primary,kingdom-indo-greek-early,-200,-165,uncertain,uncertain,disputed,political_phase,0,200 π.Χ.–165 π.Χ.,200 BCE–165 BCE,Το διάστημα συμπυκνώνει αμφισβητούμενες ή μη συνεχείς ιστορικές φάσεις· απαιτείται λεπτομερέστερη διάσπαση πριν από αυστηρή χρονική ανάλυση.,This interval compresses disputed or discontinuous historical phases; it must be divided more finely before rigorous chronological analysis.,src-iranicaonline-612dff96c99c,needs_review
chronology-kingdom-indo-greek-late-primary,kingdom-indo-greek-late,-130,10,uncertain,uncertain,disputed,political_phase,0,130 π.Χ.–10 μ.Χ.,130 BCE–10 CE,Το διάστημα συμπυκνώνει αμφισβητούμενες ή μη συνεχείς ιστορικές φάσεις· απαιτείται λεπτομερέστερη διάσπαση πριν από αυστηρή χρονική ανάλυση.,This interval compresses disputed or discontinuous historical phases; it must be divided more finely before rigorous chronological analysis.,src-iranicaonline-612dff96c99c,needs_review
chronology-kingdom-indo-greek-menandrid-primary,kingdom-indo-greek-menandrid,-165,-130,approximate,approximate,approximate,political_phase,0,165 π.Χ.–130 π.Χ.,165 BCE–130 BCE,,,src-iranicaonline-612dff96c99c,reviewed
chronology-kingdom-iolcos-palatial-primary,kingdom-iolcos-palatial,-1400,-1200,approximate,approximate,broad_range,political_phase,0,1400 π.Χ.–1200 π.Χ.,1400 BCE–1200 BCE,,,src-odysseus-589898851f92,reviewed
chronology-kingdom-knossos-mycenaean-primary,kingdom-knossos-mycenaean,-1450,-1375,approximate,approximate,approximate,political_phase,0,1450 π.Χ.–1375 π.Χ.,1450 BCE–1375 BCE,,,src-odysseus-9e3ae0cba911,reviewed
chronology-kingdom-lysimachid-primary,kingdom-lysimachid,-306,-281,exact,exact,exact,political_phase,0,306 π.Χ.–281 π.Χ.,306 BCE–281 BCE,,,src-pleiades-501458,reviewed
chronology-kingdom-macedon-antigonid-primary,kingdom-macedon-antigonid,-277,-168,approximate,approximate,approximate,political_phase,0,277 π.Χ.–168 π.Χ.,277 BCE–168 BCE,,,src-metmuseum-50fe20dc493f,reviewed
chronology-kingdom-macedon-argead-primary,kingdom-macedon-argead,-700,-336,approximate,approximate,approximate,political_phase,0,700 π.Χ.–336 π.Χ.,700 BCE–336 BCE,,,src-whc-fd006971700c,reviewed
chronology-kingdom-macedon-kassandrid-primary,kingdom-macedon-kassandrid,-305,-294,exact,exact,exact,political_phase,0,305 π.Χ.–294 π.Χ.,305 BCE–294 BCE,,,src-metmuseum-50fe20dc493f,reviewed
chronology-kingdom-mycenae-palatial-primary,kingdom-mycenae-palatial,-1600,-1100,approximate,approximate,broad_range,political_phase,0,1600 π.Χ.–1100 π.Χ.,1600 BCE–1100 BCE,,,src-whc-6306f630553d,reviewed
chronology-kingdom-orchomenos-palatial-primary,kingdom-orchomenos-palatial,-1400,-1200,approximate,approximate,broad_range,political_phase,0,1400 π.Χ.–1200 π.Χ.,1400 BCE–1200 BCE,,,src-mthv-715d665b63b5,reviewed
chronology-kingdom-paphos-cyprus-primary,kingdom-paphos-cyprus,-800,-312,approximate,approximate,broad_range,political_phase,0,800 π.Χ.–312 π.Χ.,800 BCE–312 BCE,,,src-websites-d5246844b076,reviewed
chronology-kingdom-pontus-mithridatid-primary,kingdom-pontus-mithridatid,-280,-63,approximate,approximate,approximate,political_phase,0,280 π.Χ.–63 π.Χ.,280 BCE–63 BCE,,,src-metmuseum-50fe20dc493f,reviewed
chronology-kingdom-ptolemaic-egypt-primary,kingdom-ptolemaic-egypt,-305,-30,exact,exact,exact,political_phase,0,305 π.Χ.–30 π.Χ.,305 BCE–30 BCE,,,src-metmuseum-9200258a95cb,reviewed
chronology-kingdom-pylos-palatial-primary,kingdom-pylos-palatial,-1450,-1180,approximate,approximate,broad_range,political_phase,0,1450 π.Χ.–1180 π.Χ.,1450 BCE–1180 BCE,,,src-odysseus-00e2d87ae4a8,reviewed
chronology-kingdom-salamis-cyprus-primary,kingdom-salamis-cyprus,-800,-311,approximate,approximate,broad_range,political_phase,0,800 π.Χ.–311 π.Χ.,800 BCE–311 BCE,,,src-uni-muenster-0a0030be4d2a,reviewed
chronology-kingdom-seleucid-primary,kingdom-seleucid,-312,-63,approximate,approximate,approximate,political_phase,0,312 π.Χ.–63 π.Χ.,312 BCE–63 BCE,,,src-metmuseum-31540f5687cf,reviewed
chronology-kingdom-syracuse-agathocles-primary,kingdom-syracuse-agathocles,-304,-289,exact,exact,exact,political_phase,0,304 π.Χ.–289 π.Χ.,304 BCE–289 BCE,,,src-britishmuseum-073d3f0a8ae4,reviewed
chronology-kingdom-syracuse-hieron-ii-primary,kingdom-syracuse-hieron-ii,-269,-215,approximate,approximate,approximate,political_phase,0,269 π.Χ.–215 π.Χ.,269 BCE–215 BCE,,,src-britishmuseum-d101eb623c92,reviewed
chronology-kingdom-thebes-palatial-primary,kingdom-thebes-palatial,-1400,-1200,approximate,approximate,broad_range,political_phase,0,1400 π.Χ.–1200 π.Χ.,1400 BCE–1200 BCE,,,src-mthv-715d665b63b5,reviewed
chronology-kingdom-tiryns-palatial-primary,kingdom-tiryns-palatial,-1600,-1050,approximate,approximate,broad_range,political_phase,0,1600 π.Χ.–1050 π.Χ.,1600 BCE–1050 BCE,,,src-whc-6306f630553d,reviewed
chronology-sanctuary-aegina-aphaia-sanctuary-primary,sanctuary-aegina-aphaia-sanctuary,-1300,300,approximate,approximate,approximate,cult_activity_window,0,1300 π.Χ.–300 μ.Χ.,1300 BCE–300 CE,Το τελικό έτος είναι προσεγγιστικό όριο της κύριας αρχαίας λατρευτικής χρήσης και χρειάζεται ανάλυση σε επιμέρους φάσεις για λεπτομερή χρονογραμμή.,The final year is an approximate boundary for the principal period of ancient cult activity; a detailed timeline should separate the individual phases.,src-pleiades-579872,reviewed
chronology-sanctuary-akragas-concordia-temple-sanctuary-primary,sanctuary-akragas-concordia-temple-sanctuary,-440,400,approximate,approximate,approximate,cult_activity_window,0,440 π.Χ.–400 μ.Χ.,440 BCE–400 CE,Το τελικό έτος είναι προσεγγιστικό όριο της κύριας αρχαίας λατρευτικής χρήσης και χρειάζεται ανάλυση σε επιμέρους φάσεις για λεπτομερή χρονογραμμή.,The final year is an approximate boundary for the principal period of ancient cult activity; a detailed timeline should separate the individual phases.,src-pleiades-943504072,needs_review
chronology-sanctuary-alexandria-serapeum-primary,sanctuary-alexandria-serapeum,-280,391,approximate,approximate,approximate,cult_activity_window,0,280 π.Χ.–391 μ.Χ.,280 BCE–391 CE,,,src-pleiades-182618516,reviewed
chronology-sanctuary-amyklaion-apollo-sanctuary-primary,sanctuary-amyklaion-apollo-sanctuary,-800,400,approximate,approximate,approximate,cult_activity_window,0,800 π.Χ.–400 μ.Χ.,800 BCE–400 CE,Το τελικό έτος είναι προσεγγιστικό όριο της κύριας αρχαίας λατρευτικής χρήσης και χρειάζεται ανάλυση σε επιμέρους φάσεις για λεπτομερή χρονογραμμή.,The final year is an approximate boundary for the principal period of ancient cult activity; a detailed timeline should separate the individual phases.,src-pleiades-73644851,reviewed
chronology-sanctuary-aphrodisias-aphrodite-sanctuary-primary,sanctuary-aphrodisias-aphrodite-sanctuary,-600,500,approximate,approximate,approximate,cult_activity_window,0,600 π.Χ.–500 μ.Χ.,600 BCE–500 CE,,,src-aphrodisias-excavations-68b8b8553e48,reviewed
chronology-sanctuary-apollonia-pontica-apollo-ietros-sanctuary-primary,sanctuary-apollonia-pontica-apollo-ietros-sanctuary,-560,-72,approximate,approximate,approximate,cult_activity_window,0,560 π.Χ.–72 π.Χ.,560 BCE–72 BCE,,,src-pleiades-216706,needs_review
chronology-sanctuary-argive-heraion-primary,sanctuary-argive-heraion,-800,400,approximate,approximate,approximate,cult_activity_window,0,800 π.Χ.–400 μ.Χ.,800 BCE–400 CE,Το τελικό έτος είναι προσεγγιστικό όριο της κύριας αρχαίας λατρευτικής χρήσης και χρειάζεται ανάλυση σε επιμέρους φάσεις για λεπτομερή χρονογραμμή.,The final year is an approximate boundary for the principal period of ancient cult activity; a detailed timeline should separate the individual phases.,src-pleiades-570289,reviewed
chronology-sanctuary-athens-acropolis-sacred-center-primary,sanctuary-athens-acropolis-sacred-center,-1300,529,approximate,approximate,approximate,cult_activity_window,0,1300 π.Χ.–529 μ.Χ.,1300 BCE–529 CE,,,src-pleiades-638356144,reviewed
chronology-sanctuary-bassae-apollo-epikourios-primary,sanctuary-bassae-apollo-epikourios,-600,400,approximate,approximate,approximate,cult_activity_window,0,600 π.Χ.–400 μ.Χ.,600 BCE–400 CE,Το τελικό έτος είναι προσεγγιστικό όριο της κύριας αρχαίας λατρευτικής χρήσης και χρειάζεται ανάλυση σε επιμέρους φάσεις για λεπτομερή χρονογραμμή.,The final year is an approximate boundary for the principal period of ancient cult activity; a detailed timeline should separate the individual phases.,src-pleiades-570148,reviewed
chronology-sanctuary-brauron-artemis-sanctuary-primary,sanctuary-brauron-artemis-sanctuary,-800,-300,approximate,approximate,approximate,cult_activity_window,0,800 π.Χ.–300 π.Χ.,800 BCE–300 BCE,,,src-pleiades-579879,reviewed
chronology-sanctuary-chersonesos-parthenos-sanctuary-primary,sanctuary-chersonesos-parthenos-sanctuary,-400,300,approximate,approximate,approximate,cult_activity_window,0,400 π.Χ.–300 μ.Χ.,400 BCE–300 CE,Το τελικό έτος είναι προσεγγιστικό όριο της κύριας αρχαίας λατρευτικής χρήσης και χρειάζεται ανάλυση σε επιμέρους φάσεις για λεπτομερή χρονογραμμή.,The final year is an approximate boundary for the principal period of ancient cult activity; a detailed timeline should separate the individual phases.,src-whc-329a28f5c851,needs_review
chronology-sanctuary-claros-apollo-oracle-primary,sanctuary-claros-apollo-oracle,-700,400,approximate,approximate,approximate,cult_activity_window,0,700 π.Χ.–400 μ.Χ.,700 BCE–400 CE,Το τελικό έτος είναι προσεγγιστικό όριο της κύριας αρχαίας λατρευτικής χρήσης και χρειάζεται ανάλυση σε επιμέρους φάσεις για λεπτομερή χρονογραμμή.,The final year is an approximate boundary for the principal period of ancient cult activity; a detailed timeline should separate the individual phases.,src-pleiades-599719,reviewed
chronology-sanctuary-crete-idaion-antron-primary,sanctuary-crete-idaion-antron,-2000,400,approximate,approximate,approximate,cult_activity_window,0,2000 π.Χ.–400 μ.Χ.,2000 BCE–400 CE,Το τελικό έτος είναι προσεγγιστικό όριο της κύριας αρχαίας λατρευτικής χρήσης και χρειάζεται ανάλυση σε επιμέρους φάσεις για λεπτομερή χρονογραμμή.,The final year is an approximate boundary for the principal period of ancient cult activity; a detailed timeline should separate the individual phases.,src-pleiades-589817,reviewed
chronology-sanctuary-crete-iuktas-peak-sanctuary-primary,sanctuary-crete-iuktas-peak-sanctuary,-2000,-1100,approximate,approximate,approximate,cult_activity_window,0,2000 π.Χ.–1100 π.Χ.,2000 BCE–1100 BCE,,,src-pleiades-559217802,reviewed
chronology-sanctuary-croton-hera-lacinia-sanctuary-primary,sanctuary-croton-hera-lacinia-sanctuary,-700,300,approximate,approximate,approximate,cult_activity_window,0,700 π.Χ.–300 μ.Χ.,700 BCE–300 CE,Το τελικό έτος είναι προσεγγιστικό όριο της κύριας αρχαίας λατρευτικής χρήσης και χρειάζεται ανάλυση σε επιμέρους φάσεις για λεπτομερή χρονογραμμή.,The final year is an approximate boundary for the principal period of ancient cult activity; a detailed timeline should separate the individual phases.,src-pleiades-452332,reviewed
chronology-sanctuary-cyrene-apollo-sanctuary-primary,sanctuary-cyrene-apollo-sanctuary,-700,200,approximate,approximate,approximate,cult_activity_window,0,700 π.Χ.–200 μ.Χ.,700 BCE–200 CE,,,src-pleiades-464482220,reviewed
chronology-sanctuary-cyrene-zeus-sanctuary-primary,sanctuary-cyrene-zeus-sanctuary,-500,365,approximate,approximate,approximate,cult_activity_window,0,500 π.Χ.–365 μ.Χ.,500 BCE–365 CE,,,src-pleiades-103565779,reviewed
chronology-sanctuary-delos-apollo-sanctuary-primary,sanctuary-delos-apollo-sanctuary,-900,400,approximate,approximate,approximate,cult_activity_window,0,900 π.Χ.–400 μ.Χ.,900 BCE–400 CE,Το τελικό έτος είναι προσεγγιστικό όριο της κύριας αρχαίας λατρευτικής χρήσης και χρειάζεται ανάλυση σε επιμέρους φάσεις για λεπτομερή χρονογραμμή.,The final year is an approximate boundary for the principal period of ancient cult activity; a detailed timeline should separate the individual phases.,src-pleiades-599506,reviewed
chronology-sanctuary-delphi-apollo-sanctuary-primary,sanctuary-delphi-apollo-sanctuary,-800,390,approximate,approximate,approximate,cult_activity_window,0,800 π.Χ.–390 μ.Χ.,800 BCE–390 CE,,,src-pleiades-540726,reviewed
chronology-sanctuary-delphi-athena-pronaia-sanctuary-primary,sanctuary-delphi-athena-pronaia-sanctuary,-700,390,approximate,approximate,approximate,cult_activity_window,0,700 π.Χ.–390 μ.Χ.,700 BCE–390 CE,,,src-pleiades-513711610,reviewed
chronology-sanctuary-despotiko-apollo-sanctuary-primary,sanctuary-despotiko-apollo-sanctuary,-750,200,approximate,approximate,approximate,cult_activity_window,0,750 π.Χ.–200 μ.Χ.,750 BCE–200 CE,,,src-pleiades-854812387,reviewed
chronology-sanctuary-didyma-apollo-oracle-primary,sanctuary-didyma-apollo-oracle,-800,400,approximate,approximate,approximate,cult_activity_window,0,800 π.Χ.–400 μ.Χ.,800 BCE–400 CE,Το τελικό έτος είναι προσεγγιστικό όριο της κύριας αρχαίας λατρευτικής χρήσης και χρειάζεται ανάλυση σε επιμέρους φάσεις για λεπτομερή χρονογραμμή.,The final year is an approximate boundary for the principal period of ancient cult activity; a detailed timeline should separate the individual phases.,src-pleiades-599593,reviewed
chronology-sanctuary-dodona-zeus-oracle-primary,sanctuary-dodona-zeus-oracle,-1200,392,approximate,approximate,approximate,cult_activity_window,0,1200 π.Χ.–392 μ.Χ.,1200 BCE–392 CE,,,src-pleiades-530843,reviewed
chronology-sanctuary-eleusis-demeter-sanctuary-primary,sanctuary-eleusis-demeter-sanctuary,-1400,392,approximate,approximate,approximate,cult_activity_window,0,1400 π.Χ.–392 μ.Χ.,1400 BCE–392 CE,,,src-pleiades-579910,reviewed
chronology-sanctuary-ephesus-artemis-sanctuary-primary,sanctuary-ephesus-artemis-sanctuary,-800,401,approximate,approximate,approximate,cult_activity_window,0,800 π.Χ.–401 μ.Χ.,800 BCE–401 CE,,,src-pleiades-873985034,reviewed
chronology-sanctuary-epidauros-asklepios-sanctuary-primary,sanctuary-epidauros-asklepios-sanctuary,-600,400,approximate,approximate,approximate,cult_activity_window,0,600 π.Χ.–400 μ.Χ.,600 BCE–400 CE,Το τελικό έτος είναι προσεγγιστικό όριο της κύριας αρχαίας λατρευτικής χρήσης και χρειάζεται ανάλυση σε επιμέρους φάσεις για λεπτομερή χρονογραμμή.,The final year is an approximate boundary for the principal period of ancient cult activity; a detailed timeline should separate the individual phases.,src-pleiades-570127,reviewed
chronology-sanctuary-foce-del-sele-heraion-primary,sanctuary-foce-del-sele-heraion,-600,200,approximate,approximate,approximate,cult_activity_window,0,600 π.Χ.–200 μ.Χ.,600 BCE–200 CE,,,src-pleiades-442610,reviewed
chronology-sanctuary-golgoi-aphrodite-sanctuary-primary,sanctuary-golgoi-aphrodite-sanctuary,-700,300,approximate,approximate,approximate,cult_activity_window,0,700 π.Χ.–300 μ.Χ.,700 BCE–300 CE,Το τελικό έτος είναι προσεγγιστικό όριο της κύριας αρχαίας λατρευτικής χρήσης και χρειάζεται ανάλυση σε επιμέρους φάσεις για λεπτομερή χρονογραμμή.,The final year is an approximate boundary for the principal period of ancient cult activity; a detailed timeline should separate the individual phases.,src-pleiades-707470,needs_review
chronology-sanctuary-gyroulas-demeter-sanctuary-primary,sanctuary-gyroulas-demeter-sanctuary,-800,-300,approximate,approximate,approximate,cult_activity_window,0,800 π.Χ.–300 π.Χ.,800 BCE–300 BCE,,,src-pleiades-599631,reviewed
chronology-sanctuary-hierapolis-ploutonion-primary,sanctuary-hierapolis-ploutonion,-200,400,approximate,approximate,approximate,cult_activity_window,0,200 π.Χ.–400 μ.Χ.,200 BCE–400 CE,Το τελικό έτος είναι προσεγγιστικό όριο της κύριας αρχαίας λατρευτικής χρήσης και χρειάζεται ανάλυση σε επιμέρους φάσεις για λεπτομερή χρονογραμμή.,The final year is an approximate boundary for the principal period of ancient cult activity; a detailed timeline should separate the individual phases.,src-pleiades-232079424,reviewed
chronology-sanctuary-histria-sacred-zone-primary,sanctuary-histria-sacred-zone,-600,300,approximate,approximate,approximate,cult_activity_window,0,600 π.Χ.–300 μ.Χ.,600 BCE–300 CE,Το τελικό έτος είναι προσεγγιστικό όριο της κύριας αρχαίας λατρευτικής χρήσης και χρειάζεται ανάλυση σε επιμέρους φάσεις για λεπτομερή χρονογραμμή.,The final year is an approximate boundary for the principal period of ancient cult activity; a detailed timeline should separate the individual phases.,src-pleiades-216839,needs_review
chronology-sanctuary-hyria-dionysos-sanctuary-primary,sanctuary-hyria-dionysos-sanctuary,-800,400,approximate,approximate,approximate,cult_activity_window,0,800 π.Χ.–400 μ.Χ.,800 BCE–400 CE,Το τελικό έτος είναι προσεγγιστικό όριο της κύριας αρχαίας λατρευτικής χρήσης και χρειάζεται ανάλυση σε επιμέρους φάσεις για λεπτομερή χρονογραμμή.,The final year is an approximate boundary for the principal period of ancient cult activity; a detailed timeline should separate the individual phases.,src-pleiades-599661,reviewed
chronology-sanctuary-isthmia-poseidon-sanctuary-primary,sanctuary-isthmia-poseidon-sanctuary,-700,390,approximate,approximate,approximate,cult_activity_window,0,700 π.Χ.–390 μ.Χ.,700 BCE–390 CE,,,src-pleiades-570316,reviewed
chronology-sanctuary-kalapodi-artemis-apollo-sanctuary-primary,sanctuary-kalapodi-artemis-apollo-sanctuary,-1400,400,approximate,approximate,approximate,cult_activity_window,0,1400 π.Χ.–400 μ.Χ.,1400 BCE–400 CE,Το τελικό έτος είναι προσεγγιστικό όριο της κύριας αρχαίας λατρευτικής χρήσης και χρειάζεται ανάλυση σε επιμέρους φάσεις για λεπτομερή χρονογραμμή.,The final year is an approximate boundary for the principal period of ancient cult activity; a detailed timeline should separate the individual phases.,src-pleiades-955675680,reviewed
chronology-sanctuary-kos-asklepieion-primary,sanctuary-kos-asklepieion,-300,400,approximate,approximate,approximate,cult_activity_window,0,300 π.Χ.–400 μ.Χ.,300 BCE–400 CE,Το τελικό έτος είναι προσεγγιστικό όριο της κύριας αρχαίας λατρευτικής χρήσης και χρειάζεται ανάλυση σε επιμέρους φάσεις για λεπτομερή χρονογραμμή.,The final year is an approximate boundary for the principal period of ancient cult activity; a detailed timeline should separate the individual phases.,src-pleiades-599528,reviewed
chronology-sanctuary-kourion-apollo-hylates-sanctuary-primary,sanctuary-kourion-apollo-hylates-sanctuary,-800,365,approximate,approximate,approximate,cult_activity_window,0,800 π.Χ.–365 μ.Χ.,800 BCE–365 CE,,,src-pleiades-707476,reviewed
chronology-sanctuary-labraunda-zeus-sanctuary-primary,sanctuary-labraunda-zeus-sanctuary,-700,400,approximate,approximate,approximate,cult_activity_window,0,700 π.Χ.–400 μ.Χ.,700 BCE–400 CE,Το τελικό έτος είναι προσεγγιστικό όριο της κύριας αρχαίας λατρευτικής χρήσης και χρειάζεται ανάλυση σε επιμέρους φάσεις για λεπτομερή χρονογραμμή.,The final year is an approximate boundary for the principal period of ancient cult activity; a detailed timeline should separate the individual phases.,src-pleiades-599745,reviewed
chronology-sanctuary-lagina-hekate-sanctuary-primary,sanctuary-lagina-hekate-sanctuary,-300,400,approximate,approximate,approximate,cult_activity_window,0,300 π.Χ.–400 μ.Χ.,300 BCE–400 CE,Το τελικό έτος είναι προσεγγιστικό όριο της κύριας αρχαίας λατρευτικής χρήσης και χρειάζεται ανάλυση σε επιμέρους φάσεις για λεπτομερή χρονογραμμή.,The final year is an approximate boundary for the principal period of ancient cult activity; a detailed timeline should separate the individual phases.,src-pleiades-376215160,reviewed
chronology-sanctuary-lemnos-kabeirion-primary,sanctuary-lemnos-kabeirion,-700,400,approximate,approximate,approximate,cult_activity_window,0,700 π.Χ.–400 μ.Χ.,700 BCE–400 CE,Το τελικό έτος είναι προσεγγιστικό όριο της κύριας αρχαίας λατρευτικής χρήσης και χρειάζεται ανάλυση σε επιμέρους φάσεις για λεπτομερή χρονογραμμή.,The final year is an approximate boundary for the principal period of ancient cult activity; a detailed timeline should separate the individual phases.,src-pleiades-550604,reviewed
chronology-sanctuary-letoon-lycian-sanctuary-primary,sanctuary-letoon-lycian-sanctuary,-700,400,approximate,approximate,approximate,cult_activity_window,0,700 π.Χ.–400 μ.Χ.,700 BCE–400 CE,Το τελικό έτος είναι προσεγγιστικό όριο της κύριας αρχαίας λατρευτικής χρήσης και χρειάζεται ανάλυση σε επιμέρους φάσεις για λεπτομερή χρονογραμμή.,The final year is an approximate boundary for the principal period of ancient cult activity; a detailed timeline should separate the individual phases.,src-pleiades-638958,reviewed
chronology-sanctuary-lindos-athena-sanctuary-primary,sanctuary-lindos-athena-sanctuary,-900,400,approximate,approximate,approximate,cult_activity_window,0,900 π.Χ.–400 μ.Χ.,900 BCE–400 CE,Το τελικό έτος είναι προσεγγιστικό όριο της κύριας αρχαίας λατρευτικής χρήσης και χρειάζεται ανάλυση σε επιμέρους φάσεις για λεπτομερή χρονογραμμή.,The final year is an approximate boundary for the principal period of ancient cult activity; a detailed timeline should separate the individual phases.,src-pleiades-414067217,reviewed
chronology-sanctuary-locri-mannella-persephone-sanctuary-primary,sanctuary-locri-mannella-persephone-sanctuary,-650,-200,approximate,approximate,approximate,cult_activity_window,0,650 π.Χ.–200 π.Χ.,650 BCE–200 BCE,,,src-museoarcheologicoreggiocalabria-a34e7a2bfa16,reviewed
chronology-sanctuary-magnesia-artemis-leukophryene-primary,sanctuary-magnesia-artemis-leukophryene,-700,400,approximate,approximate,approximate,cult_activity_window,0,700 π.Χ.–400 μ.Χ.,700 BCE–400 CE,Το τελικό έτος είναι προσεγγιστικό όριο της κύριας αρχαίας λατρευτικής χρήσης και χρειάζεται ανάλυση σε επιμέρους φάσεις για λεπτομερή χρονογραμμή.,The final year is an approximate boundary for the principal period of ancient cult activity; a detailed timeline should separate the individual phases.,src-pleiades-599778,needs_review
chronology-sanctuary-menelaion-sparta-primary,sanctuary-menelaion-sparta,-700,200,approximate,approximate,approximate,cult_activity_window,0,700 π.Χ.–200 μ.Χ.,700 BCE–200 CE,,,src-pleiades-570477,reviewed
chronology-sanctuary-metapontum-tavole-palatine-heraion-primary,sanctuary-metapontum-tavole-palatine-heraion,-600,200,approximate,approximate,approximate,cult_activity_window,0,600 π.Χ.–200 μ.Χ.,600 BCE–200 CE,,,src-pleiades-442611,reviewed
chronology-sanctuary-mount-lykaion-zeus-sanctuary-primary,sanctuary-mount-lykaion-zeus-sanctuary,-1600,300,approximate,approximate,approximate,cult_activity_window,0,1600 π.Χ.–300 μ.Χ.,1600 BCE–300 CE,Το τελικό έτος είναι προσεγγιστικό όριο της κύριας αρχαίας λατρευτικής χρήσης και χρειάζεται ανάλυση σε επιμέρους φάσεις για λεπτομερή χρονογραμμή.,The final year is an approximate boundary for the principal period of ancient cult activity; a detailed timeline should separate the individual phases.,src-pleiades-570764,reviewed
chronology-sanctuary-naukratis-hellenion-primary,sanctuary-naukratis-hellenion,-570,100,approximate,approximate,approximate,cult_activity_window,0,570 π.Χ.–100 μ.Χ.,570 BCE–100 CE,,,src-britishmuseum-4626abd5cbdd,needs_review
chronology-sanctuary-nemea-zeus-sanctuary-primary,sanctuary-nemea-zeus-sanctuary,-600,300,approximate,approximate,approximate,cult_activity_window,0,600 π.Χ.–300 μ.Χ.,600 BCE–300 CE,Το τελικό έτος είναι προσεγγιστικό όριο της κύριας αρχαίας λατρευτικής χρήσης και χρειάζεται ανάλυση σε επιμέρους φάσεις για λεπτομερή χρονογραμμή.,The final year is an approximate boundary for the principal period of ancient cult activity; a detailed timeline should separate the individual phases.,src-pleiades-570504,reviewed
chronology-sanctuary-olbia-apollo-delphinios-sanctuary-primary,sanctuary-olbia-apollo-delphinios-sanctuary,-550,-55,approximate,approximate,approximate,cult_activity_window,0,550 π.Χ.–55 π.Χ.,550 BCE–55 BCE,,,src-penn-a97aa05ea214,needs_review
chronology-sanctuary-olympia-zeus-sanctuary-primary,sanctuary-olympia-zeus-sanctuary,-1000,393,approximate,approximate,approximate,cult_activity_window,0,1000 π.Χ.–393 μ.Χ.,1000 BCE–393 CE,,,src-pleiades-570531,reviewed
chronology-sanctuary-oropos-amphiareion-primary,sanctuary-oropos-amphiareion,-500,400,approximate,approximate,approximate,cult_activity_window,0,500 π.Χ.–400 μ.Χ.,500 BCE–400 CE,Το τελικό έτος είναι προσεγγιστικό όριο της κύριας αρχαίας λατρευτικής χρήσης και χρειάζεται ανάλυση σε επιμέρους φάσεις για λεπτομερή χρονογραμμή.,The final year is an approximate boundary for the principal period of ancient cult activity; a detailed timeline should separate the individual phases.,src-pleiades-540628,reviewed
chronology-sanctuary-palaepaphos-aphrodite-sanctuary-primary,sanctuary-palaepaphos-aphrodite-sanctuary,-1200,391,approximate,approximate,approximate,cult_activity_window,0,1200 π.Χ.–391 μ.Χ.,1200 BCE–391 CE,,,src-pleiades-828989863,reviewed
chronology-sanctuary-panionion-poseidon-sanctuary-primary,sanctuary-panionion-poseidon-sanctuary,-700,300,approximate,approximate,approximate,cult_activity_window,0,700 π.Χ.–300 μ.Χ.,700 BCE–300 CE,Το τελικό έτος είναι προσεγγιστικό όριο της κύριας αρχαίας λατρευτικής χρήσης και χρειάζεται ανάλυση σε επιμέρους φάσεις για λεπτομερή χρονογραμμή.,The final year is an approximate boundary for the principal period of ancient cult activity; a detailed timeline should separate the individual phases.,src-pleiades-599855,reviewed
chronology-sanctuary-pantikapaion-apollo-ietros-sanctuary-primary,sanctuary-pantikapaion-apollo-ietros-sanctuary,-550,300,approximate,approximate,approximate,cult_activity_window,0,550 π.Χ.–300 μ.Χ.,550 BCE–300 CE,Το τελικό έτος είναι προσεγγιστικό όριο της κύριας αρχαίας λατρευτικής χρήσης και χρειάζεται ανάλυση σε επιμέρους φάσεις για λεπτομερή χρονογραμμή.,The final year is an approximate boundary for the principal period of ancient cult activity; a detailed timeline should separate the individual phases.,src-pleiades-854719,needs_review
chronology-sanctuary-perachora-heraion-primary,sanctuary-perachora-heraion,-800,-146,approximate,approximate,approximate,cult_activity_window,0,800 π.Χ.–146 π.Χ.,800 BCE–146 BCE,,,src-pleiades-570288,reviewed
