relationship_id,subject_entity_id,predicate,object_entity_id,object_authority_id,object_label_el,object_label_en,certainty,source_id,migration_evidence_el,review_state
rel-b21bb71d17c9,sanctuary-argive-heraion,cult_of,,deity_or_cult-era-argeia,Ήρα Αργεία,Argive Hera,medium,src-pleiades-570289,deity_or_cult_el: Ήρα Αργεία,reviewed
rel-b22447552b80,kingdom-greco-bactrian-eucratid,preceded_by,,polity-ellenobaktriano-basileio-ton-eythydemidon,Ελληνοβακτριανό Βασίλειο των Ευθυδημιδών,Greco-Bactrian Kingdom of the Euthydemides,medium,src-iranicaonline-2bb61f112fc3,predecessor_el: Ελληνοβακτριανό Βασίλειο των Ευθυδημιδών,reviewed
rel-b356a777c72a,kingdom-cyrene-battiad,representative_center,colony-cyrene,,Κυρήνη,Cyrene,high,src-whc-52a1efeb60e3,representative_center_el: Κυρήνη,reviewed
rel-b3ec490ba4a5,kingdom-knossos-mycenaean,representative_center,,settlement-anaktoro-knosoy,Ανάκτορο Κνωσού,Palace of Knossos,high,src-odysseus-9e3ae0cba911,representative_center_el: Ανάκτορο Κνωσού,reviewed
rel-b4cb629a37c3,colony-megara-hyblaea,founded_from,city-megara,,Μέγαρα,Megara,medium,src-pleiades-462307,metropolis_el: Μέγαρα,reviewed
rel-b4efe02349c1,kingdom-tiryns-palatial,representative_center,,settlement-tiryntha,Τίρυνθα,Tiryns,high,src-whc-6306f630553d,representative_center_el: Τίρυνθα,reviewed
rel-b5b311d40891,kingdom-macedon-argead,representative_center,city-aigai-macedonia,,Αιγές,Aigai,high,src-whc-fd006971700c,representative_center_el: Αιγές,reviewed
rel-b6a5e567e125,sanctuary-segesta-doric-temple-sanctuary,cult_of,,deity_or_cult-agnoste-theoteta,Άγνωστη θεότητα,Unknown deity,medium,src-pleiades-963441586,deity_or_cult_el: Άγνωστη θεότητα,reviewed
rel-b6ea1b09d756,sanctuary-mount-lykaion-zeus-sanctuary,cult_of,,deity_or_cult-zeys-lykaios,Ζευς Λύκαιος,Zeus Lycaeus,medium,src-pleiades-570764,deity_or_cult_el: Ζευς Λύκαιος,reviewed
rel-b71ea0240fdf,colony-taucheira,founded_from,colony-cyrene,,Κυρήνη,Cyrene,medium,src-pleiades-373736,metropolis_el: Κυρήνη,reviewed
rel-b76fd72f0b54,kingdom-knossos-mycenaean,succeeded_by,,polity-metanaktorike-krete-kai-periphereiaka-kentra,Μετανακτορική Κρήτη και περιφερειακά κέντρα,Post-palatial Crete and regional centres,medium,src-odysseus-9e3ae0cba911,successor_el: Μετανακτορική Κρήτη και περιφερειακά κέντρα,reviewed
rel-b7f9cc5ec9b4,sanctuary-tegea-athena-alea-sanctuary,cult_of,,deity_or_cult-athena-alea,Αθηνά Αλέα,Athena Alea,medium,src-pleiades-372843530,deity_or_cult_el: Αθηνά Αλέα,reviewed
rel-b80025b53c62,colony-tyras,founded_from,colony-miletus,,Μίλητος,Miletus,medium,src-pleiades-226800,metropolis_el: Μίλητος,reviewed
rel-b82be7986d74,kingdom-iolcos-palatial,ruled_by_dynasty,,dynasty-agnoste-oi-aiolides-anekoyn-ste-mythike-paradose,Άγνωστη· οι Αιολίδες ανήκουν στη μυθική παράδοση,Unknown; the Aeolians belong to the mythic tradition,medium,src-odysseus-589898851f92,dynasty_el: Άγνωστη· οι Αιολίδες ανήκουν στη μυθική παράδοση,reviewed
rel-b83423831014,kingdom-commagene,succeeded_by,,polity-romaike-eparchia-syria,Ρωμαϊκή επαρχία Συρία,Roman province of Syria,medium,src-whc-758c2c416617,successor_el: Ρωμαϊκή επαρχία Συρία,reviewed
rel-b86301cb4a67,sanctuary-magnesia-artemis-leukophryene,cult_of,,deity_or_cult-artemis-leykophryene,Άρτεμις Λευκοφρυηνή,Artemis Leucophryene,medium,src-pleiades-599778,deity_or_cult_el: Άρτεμις Λευκοφρυηνή,reviewed
rel-b9296268f8c6,sanctuary-histria-sacred-zone,cult_of,,deity_or_cult-apollon-ietros-zeys-kai-aphrodite,"Απόλλων Ιητρός, Ζευς και Αφροδίτη","Apollo Ietros, Zeus and Aphrodite",medium,src-pleiades-216839,"deity_or_cult_el: Απόλλων Ιητρός, Ζευς και Αφροδίτη",reviewed
rel-b9cadcae2459,kingdom-cyrene-magas,preceded_by,,polity-ptolemaike-dioikese-tes-kyrenaikes,Πτολεμαϊκή διοίκηση της Κυρηναϊκής,Ptolemaic administration of Cyrenaica,medium,src-persee-a9866e5e43d7,predecessor_el: Πτολεμαϊκή διοίκηση της Κυρηναϊκής,reviewed
rel-ba1143172fe5,kingdom-orchomenos-palatial,representative_center,,settlement-orchomenos-boiotias,Ορχομενός Βοιωτίας,Orchomenos of Boeotia,high,src-mthv-715d665b63b5,representative_center_el: Ορχομενός Βοιωτίας,reviewed
rel-ba30d285aea4,kingdom-iolcos-palatial,preceded_by,,polity-proimes-mykenaikes-koinotetes-tes-magnesias,Πρώιμες μυκηναϊκές κοινότητες της Μαγνησίας,Early Mycenaean communities of Magnesia,medium,src-odysseus-589898851f92,predecessor_el: Πρώιμες μυκηναϊκές κοινότητες της Μαγνησίας,reviewed
rel-bae95f5792f3,sanctuary-ephesus-artemis-sanctuary,associated_with_settlement,colony-ephesus,,Έφεσος,Ephesus,high,src-pleiades-873985034,Ρητή επιμελητική σύνδεση του Αρτεμισίου με την Έφεσο.,reviewed
rel-baebd440ffc6,kingdom-ptolemaic-egypt,succeeded_by,,polity-romaike-eparchia-aigyptos,Ρωμαϊκή επαρχία Αίγυπτος,Roman province of Egypt,medium,src-metmuseum-9200258a95cb,successor_el: Ρωμαϊκή επαρχία Αίγυπτος,reviewed
rel-bb2c95089fa0,colony-chalcedon,founded_from,city-megara,,Μέγαρα,Megara,medium,src-pleiades-520988,metropolis_el: Μέγαρα,reviewed
rel-bb9b6ae61526,kingdom-mycenae-palatial,ruled_by_dynasty,,dynasty-agnoste-oi-atreides-anekoyn-ste-mythike-paradose,Άγνωστη· οι Ατρείδες ανήκουν στη μυθική παράδοση,Unknown; the Atreides belong to the mythic tradition,medium,src-whc-6306f630553d,dynasty_el: Άγνωστη· οι Ατρείδες ανήκουν στη μυθική παράδοση,reviewed
rel-bba97f2756f5,kingdom-bosporus-archaeanactid,ruled_by_dynasty,,dynasty-archaianaktides,Αρχαιανακτίδες,Archaeanactids,medium,src-iranicaonline-4a607235e191,dynasty_el: Αρχαιανακτίδες,reviewed
rel-bc543cf4d2bb,sanctuary-athens-acropolis-sacred-center,associated_with_settlement,city-athens-attica,,Αθήνα,Athens,high,src-pleiades-638356144,Ρητή επιμελητική σύνδεση της Ακρόπολης με την Αθήνα.,reviewed
rel-bd7c4e400ae2,kingdom-pontus-mithridatid,ruled_by_dynasty,,dynasty-mithridatides,Μιθριδατίδες,Mithridatids,medium,src-metmuseum-50fe20dc493f,dynasty_el: Μιθριδατίδες,reviewed
rel-be5c1c0c7d7c,kingdom-greco-bactrian-diodotid,ruled_by_dynasty,,dynasty-diodotides,Διοδοτίδες,Diodotids,medium,src-metmuseum-50fe20dc493f,dynasty_el: Διοδοτίδες,reviewed
rel-bed3fe7751d8,sanctuary-aphrodisias-aphrodite-sanctuary,cult_of,,deity_or_cult-aphrodite-aphrodisias,Αφροδίτη Αφροδισιάς,Aphrodite of Aphrodisias,medium,src-aphrodisias-excavations-68b8b8553e48,deity_or_cult_el: Αφροδίτη Αφροδισιάς,reviewed
rel-beeeec7375f9,kingdom-macedon-antigonid,preceded_by,,polity-metabatikes-basileies-ste-makedonia-meta-toys-diadochoys,Μεταβατικές βασιλείες στη Μακεδονία μετά τους Διαδόχους,Transitional kingdoms in Macedonia after the Successors,medium,src-metmuseum-50fe20dc493f,predecessor_el: Μεταβατικές βασιλείες στη Μακεδονία μετά τους Διαδόχους,reviewed
rel-bf0b21c5bdee,colony-taras,founded_from,city-sparta,,Σπάρτη,Sparta,medium,src-pleiades-442810,metropolis_el: Σπάρτη,reviewed
rel-bf2eb4514fcb,sanctuary-chersonesos-parthenos-sanctuary,cult_of,,deity_or_cult-parthenos,Παρθένος,Parthenos,medium,src-whc-329a28f5c851,deity_or_cult_el: Παρθένος,reviewed
rel-bf64d4cac166,sanctuary-siwa-amun-zeus-oracle,cult_of,,deity_or_cult-ammon-zeys-ammon,Άμμων/Ζευς Άμμων,Ammon/Zeus Ammon,medium,src-pleiades-716520,deity_or_cult_el: Άμμων/Ζευς Άμμων,reviewed
rel-c0462dce5520,sanctuary-crete-iuktas-peak-sanctuary,cult_of,,deity_or_cult-minoike-theoteta-koryphes,Μινωική θεότητα κορυφής,Minoan peak deity,medium,src-pleiades-559217802,deity_or_cult_el: Μινωική θεότητα κορυφής,reviewed
rel-c166073b256f,colony-phasis-city,founded_from,colony-miletus,,Μίλητος,Miletus,medium,src-pleiades-857275,metropolis_el: Μίλητος,reviewed
rel-c370e8a6082b,colony-sinope,founded_from,colony-miletus,,Μίλητος,Miletus,medium,src-pleiades-857321,metropolis_el: Μίλητος,reviewed
rel-c3b13a75cb35,colony-zancle-messana,founded_from,,settlement-chalkida-kai-kyme,Χαλκίδα και Κύμη,Chalkida and Kymi,medium,src-pleiades-462538,metropolis_el: Χαλκίδα και Κύμη,reviewed
rel-c468bd2151d2,colony-ancona,founded_from,colony-syracuse,,Συρακούσες,Syracuse,medium,src-pleiades-413014,metropolis_el: Συρακούσες,reviewed
rel-c478532939dd,colony-phaselis,founded_from,,settlement-rodos-lindos,Ρόδος (Λίνδος),Rhodes (Lindos),medium,src-pleiades-639051,metropolis_el: Ρόδος (Λίνδος),reviewed
rel-c4b86b566955,sanctuary-naukratis-hellenion,cult_of,,deity_or_cult-koino-iero-ton-ellenikon-poleon,Κοινό ιερό των ελληνικών πόλεων,Common sanctuary of Greek cities,medium,src-britishmuseum-4626abd5cbdd,deity_or_cult_el: Κοινό ιερό των ελληνικών πόλεων,reviewed
rel-c4fb21d36313,kingdom-greco-bactrian-euthydemid,preceded_by,,polity-ellenobaktriano-basileio-ton-diodotidon,Ελληνοβακτριανό Βασίλειο των Διοδοτιδών,Greco-Bactrian Kingdom of the Diodotids,medium,src-iranicaonline-d4697d4d5c1a,predecessor_el: Ελληνοβακτριανό Βασίλειο των Διοδοτιδών,reviewed
rel-c50f0ea9f8ef,colony-miletus,founded_from,,settlement-athena-ionike-paradose,Αθήνα (ιωνική παράδοση),Athens (Ionic tradition),medium,src-pleiades-599799,metropolis_el: Αθήνα (ιωνική παράδοση),reviewed
rel-c76bc62eed1d,kingdom-thebes-palatial,succeeded_by,,polity-metanaktorikes-boiotikes-koinotetes,Μετανακτορικές βοιωτικές κοινότητες,Post-palatial Boeotian communities,medium,src-mthv-715d665b63b5,successor_el: Μετανακτορικές βοιωτικές κοινότητες,reviewed
rel-c8746074a16f,colony-catana,founded_from,colony-naxos-sicily,,Νάξος Σικελίας,Naxos,medium,src-pleiades-462270,metropolis_el: Νάξος Σικελίας,reviewed
rel-c8ab448b4824,sanctuary-despotiko-apollo-sanctuary,cult_of,,deity_or_cult-apollon-kai-artemis,Απόλλων και Άρτεμις,Apollo and Artemis,medium,src-pleiades-854812387,deity_or_cult_el: Απόλλων και Άρτεμις,reviewed
rel-c9932731dedd,sanctuary-pergamon-asklepieion,cult_of,,deity_or_cult-asklepios-kai-telesphoros,Ασκληπιός και Τελεσφόρος,Asclepius and Telesphorus,medium,src-pleiades-550459,deity_or_cult_el: Ασκληπιός και Τελεσφόρος,reviewed
rel-cb65350bc3b9,kingdom-syracuse-agathocles,ruled_by_dynasty,,dynasty-agathokles-kai-oikogeneia,Αγαθοκλής και οικογένεια,Agathocles and his family,medium,src-britishmuseum-073d3f0a8ae4,dynasty_el: Αγαθοκλής και οικογένεια,reviewed
rel-ccc25dfd15a2,kingdom-seleucid,representative_center,city-antioch-orontes,,Αντιόχεια επί Ορόντου,Antioch on the Orontes,high,src-metmuseum-31540f5687cf,representative_center_el: Αντιόχεια επί Ορόντου,reviewed
rel-cf321a8994b4,kingdom-greco-bactrian-euthydemid,ruled_by_dynasty,,dynasty-eythydemides,Ευθυδημίδες,Euthydemids,medium,src-iranicaonline-d4697d4d5c1a,dynasty_el: Ευθυδημίδες,reviewed
rel-d17ea4466d8f,sanctuary-gyroulas-demeter-sanctuary,associated_with_settlement,city-naxos-cyclades,,Νάξος,Naxos,medium,src-pleiades-599631,Το ιερό στον Γύρουλα συνδέεται με την πόλη και χώρα της Νάξου.,reviewed
rel-d1d14ee2eb82,kingdom-greco-bactrian-eucratid,succeeded_by,,polity-kyriarchia-gioyetzi-kai-allon-nomadikon-omadon-ste-baktriane,Κυριαρχία Γιουετζί και άλλων νομαδικών ομάδων στη Βακτριανή,Rule of the Yuezhi and other nomadic groups in Bactria,medium,src-iranicaonline-2bb61f112fc3,successor_el: Κυριαρχία Γιουετζί και άλλων νομαδικών ομάδων στη Βακτριανή,reviewed
rel-d278a5f1fed2,colony-theodosia-crimea,founded_from,colony-miletus,,Μίλητος,Miletus,medium,src-pleiades-854743,metropolis_el: Μίλητος,reviewed
rel-d330ff05e1a2,sanctuary-didyma-apollo-oracle,cult_of,,deity_or_cult-apollon-didymaios,Απόλλων Διδυμαίος,Apollo Didymaios,medium,src-pleiades-599593,deity_or_cult_el: Απόλλων Διδυμαίος,reviewed
rel-d53eebe4702a,sanctuary-olbia-apollo-delphinios-sanctuary,cult_of,,deity_or_cult-apollon-delphinios-zeys-kai-athena,"Απόλλων Δελφίνιος, Ζευς και Αθηνά","Apollo Delphinios, Zeus and Athena",medium,src-penn-a97aa05ea214,"deity_or_cult_el: Απόλλων Δελφίνιος, Ζευς και Αθηνά",reviewed
rel-d64c7d3f5bb0,sanctuary-gyroulas-demeter-sanctuary,cult_of,,deity_or_cult-demetra-kai-apollon,Δήμητρα και Απόλλων,Demeter and Apollo,medium,src-pleiades-599631,deity_or_cult_el: Δήμητρα και Απόλλων,reviewed
rel-d7edb327b1ee,sanctuary-foce-del-sele-heraion,cult_of,,deity_or_cult-era-argeia,Ήρα Αργεία,Argive Hera,medium,src-pleiades-442610,deity_or_cult_el: Ήρα Αργεία,reviewed
rel-da4e82202e29,kingdom-athens-mycenaean,preceded_by,,polity-mesoelladike-koinoteta-tes-akropoles,Μεσοελλαδική κοινότητα της Ακρόπολης,Middle Helladic community of the Acropolis,medium,src-whc-228f1be9c035,predecessor_el: Μεσοελλαδική κοινότητα της Ακρόπολης,reviewed
rel-dafc50b0baa2,kingdom-cappadocia-late-client,ruled_by_dynasty,,dynasty-ariobarzanides-katopin-archelaos,Αριοβαρζανίδες· κατόπιν Αρχέλαος,Ariobarzanids; later Archelaus,medium,src-iranicaonline-0624b0b64cf3,dynasty_el: Αριοβαρζανίδες· κατόπιν Αρχέλαος,reviewed
rel-dbd08fe32330,colony-heraclea-pontica,founded_from,,settlement-megara-kai-tanagra,Μέγαρα και Τανάγρα,Megara and Tanagra,medium,src-pleiades-844944,metropolis_el: Μέγαρα και Τανάγρα,reviewed
rel-dcbf361d3d3d,kingdom-attalid-pergamon,preceded_by,,polity-seleykidike-epikyriarchia-ste-dytike-mikra-asia,Σελευκιδική επικυριαρχία στη δυτική Μικρά Ασία,Seleucid rule in western Asia Minor,medium,src-metmuseum-50fe20dc493f,predecessor_el: Σελευκιδική επικυριαρχία στη δυτική Μικρά Ασία,reviewed
rel-dd3bf779624e,kingdom-cyrene-magas,representative_center,colony-cyrene,,Κυρήνη,Cyrene,high,src-persee-a9866e5e43d7,representative_center_el: Κυρήνη,reviewed
rel-dd3ed2dad4f7,kingdom-indo-greek-late,representative_center,,settlement-taxila,Τάξιλα,Taxila,high,src-iranicaonline-612dff96c99c,representative_center_el: Τάξιλα,reviewed
rel-dd68cc61428d,colony-phanagoria,founded_from,colony-teos,,Τέως,Teos,medium,src-pleiades-854724,metropolis_el: Τέως,reviewed
rel-dd804bcefa57,kingdom-pontus-mithridatid,representative_center,colony-sinope,,Σινώπη,Sinope,high,src-metmuseum-50fe20dc493f,representative_center_el: Σινώπη,reviewed
rel-de6209aaf300,sanctuary-hyria-dionysos-sanctuary,associated_with_settlement,city-naxos-cyclades,,Νάξος,Naxos,medium,src-pleiades-599661,Το ιερό στα Ύρια συνδέεται με την πόλη και χώρα της Νάξου.,reviewed
rel-de6d4ffd12f8,sanctuary-epidauros-asklepios-sanctuary,cult_of,,deity_or_cult-asklepios-ygeia-kai-apollon-maleatas,"Ασκληπιός, Υγεία και Απόλλων Μαλεάτας","Asclepius, Hygieia and Apollo Maleatas",medium,src-pleiades-570127,"deity_or_cult_el: Ασκληπιός, Υγεία και Απόλλων Μαλεάτας",reviewed
rel-dea86b005fbc,sanctuary-syracuse-apollo-sanctuary,cult_of,,deity_or_cult-apollon,Απόλλων,Apollo,medium,src-pleiades-418729933,deity_or_cult_el: Απόλλων,reviewed
rel-dec2f3074d19,colony-cumae-campania,founded_from,,settlement-chalkida-kai-eretria,Χαλκίδα και Ερέτρια,Chalkida and Eretria,medium,src-pleiades-432808,metropolis_el: Χαλκίδα και Ερέτρια,reviewed
rel-df72ce022c53,colony-euesperides,founded_from,colony-cyrene,,Κυρήνη,Cyrene,medium,src-pleiades-373786,metropolis_el: Κυρήνη,reviewed
rel-e1165db69773,kingdom-cappadocia-late-client,preceded_by,,polity-basileio-tes-kappadokias-ton-ariarathidon,Βασίλειο της Καππαδοκίας των Αριαραθιδών,Kingdom of Cappadocia of the Ariarathids,medium,src-iranicaonline-0624b0b64cf3,predecessor_el: Βασίλειο της Καππαδοκίας των Αριαραθιδών,reviewed
rel-e2ceaeb77b4d,sanctuary-cyrene-zeus-sanctuary,cult_of,,deity_or_cult-zeys-olympios,Ζευς Ολύμπιος,Olympian Zeus,medium,src-pleiades-103565779,deity_or_cult_el: Ζευς Ολύμπιος,reviewed
rel-e2d1f9fd3d8c,sanctuary-apollonia-pontica-apollo-ietros-sanctuary,associated_with_settlement,colony-apollonia-pontica,,Απολλωνία Ποντική,Apollonia Pontica,high,src-pleiades-216706,Ρητή επιμελητική σύνδεση του ιερού με την Απολλωνία Ποντική.,reviewed
rel-e2d3e92fa26a,colony-himera,founded_from,colony-zancle-messana,,Ζάγκλη,Zancle,medium,src-pleiades-462244,metropolis_el: Ζάγκλη,reviewed
rel-e37e5ef15f57,kingdom-athens-mycenaean,representative_center,,settlement-akropole-athenon,Ακρόπολη Αθηνών,Acropolis of Athens,high,src-whc-228f1be9c035,representative_center_el: Ακρόπολη Αθηνών,reviewed
rel-e39242f4f1a4,colony-akragas,founded_from,colony-gela,,Γέλα,Gela,medium,src-pleiades-462086,metropolis_el: Γέλα,reviewed
rel-e3a0bd9e5899,kingdom-tiryns-palatial,succeeded_by,,polity-metanaktorike-tiryntha-kai-argolikes-koinotetes,Μετανακτορική Τίρυνθα και αργολικές κοινότητες,Post-palatial Tiryns and Argolic communities,medium,src-whc-6306f630553d,successor_el: Μετανακτορική Τίρυνθα και αργολικές κοινότητες,reviewed
rel-e3f9bd823107,kingdom-knossos-mycenaean,ruled_by_dynasty,,dynasty-agnoste-mykenaike-dioiketike-elit,Άγνωστη μυκηναϊκή διοικητική ελίτ,Unknown Mycenaean administrative elite,medium,src-odysseus-9e3ae0cba911,dynasty_el: Άγνωστη μυκηναϊκή διοικητική ελίτ,reviewed
rel-e4a02054d9fc,kingdom-alexander-empire,ruled_by_dynasty,,dynasty-argeades,Αργεάδες,Argeads,medium,src-metmuseum-89019924e8c3,dynasty_el: Αργεάδες,reviewed
rel-e573cc7cdf3d,kingdom-macedon-kassandrid,representative_center,city-pella,,Πέλλα,Pella,high,src-metmuseum-50fe20dc493f,representative_center_el: Πέλλα,reviewed
rel-e67e088c6d37,kingdom-epirus-aeacid,ruled_by_dynasty,,dynasty-aiakides,Αιακίδες,Aeacids,medium,src-cambridge-96106a304cc6,dynasty_el: Αιακίδες,reviewed
rel-e6d7562e656b,kingdom-macedon-argead,succeeded_by,,polity-aytokratoria-toy-alexandroy,Αυτοκρατορία του Αλεξάνδρου,Alexander's Empire,medium,src-whc-fd006971700c,successor_el: Αυτοκρατορία του Αλεξάνδρου,reviewed
rel-e70d29dc175e,colony-syracuse,founded_from,city-corinth,,Κόρινθος,Corinth,medium,src-pleiades-462503,metropolis_el: Κόρινθος,reviewed
rel-e726f7af258f,kingdom-bosporus-spartocid,succeeded_by,,polity-pontiake-mithridatike-phase-toy-bosporoy,Ποντιακή-μιθριδατική φάση του Βοσπόρου,Pontic–Mithridatic phase of the Bosporan Kingdom,medium,src-encyclopediaofukraine-237e86aa1350,successor_el: Ποντιακή-μιθριδατική φάση του Βοσπόρου,reviewed
rel-eb419e4e6bf8,kingdom-indo-greek-late,ruled_by_dynasty,,dynasty-pollaples-periphereiakes-dynasteies,Πολλαπλές περιφερειακές δυναστείες,Multiple regional dynasties,medium,src-iranicaonline-612dff96c99c,dynasty_el: Πολλαπλές περιφερειακές δυναστείες,reviewed
rel-ebb3b5bf7522,sanctuary-crete-idaion-antron,cult_of,,deity_or_cult-zeys-idaios-kai-rea,Ζευς Ιδαίος και Ρέα,Zeus Idaeus and Rhea,medium,src-pleiades-589817,deity_or_cult_el: Ζευς Ιδαίος και Ρέα,reviewed
rel-ebf7cf685f29,kingdom-paphos-cyprus,ruled_by_dynasty,,dynasty-topikes-paphiakes-basilikes-genees-nikokleides-sten-ystere-phase,Τοπικές παφιακές βασιλικές γενεές· Νικοκλείδες στην ύστερη φάση,Local Paphian royal lines; the Nicocleids in the later phase,medium,src-websites-d5246844b076,dynasty_el: Τοπικές παφιακές βασιλικές γενεές· Νικοκλείδες στην ύστερη φάση,reviewed
rel-ed00f3eba7cc,kingdom-bosporus-mithridatic,ruled_by_dynasty,,dynasty-mithridatides-toy-pontoy,Μιθριδατίδες του Πόντου,Mithridatids of Pontus,medium,src-iranicaonline-4a607235e191,dynasty_el: Μιθριδατίδες του Πόντου,reviewed
rel-ed7bca8380c2,sanctuary-locri-mannella-persephone-sanctuary,cult_of,,deity_or_cult-persephone-kai-ades,Περσεφόνη και Άδης,Persephone and Hades,medium,src-museoarcheologicoreggiocalabria-a34e7a2bfa16,deity_or_cult_el: Περσεφόνη και Άδης,reviewed
rel-ed813646a1c1,sanctuary-labraunda-zeus-sanctuary,cult_of,,deity_or_cult-zeys-labrandeys,Ζευς Λαβρανδεύς,Zeus Labrandeus,medium,src-pleiades-599745,deity_or_cult_el: Ζευς Λαβρανδεύς,reviewed
rel-edc0aa0ddbf2,kingdom-pontus-mithridatid,succeeded_by,,polity-romaike-eparchia-bithynia-kai-pontos,Ρωμαϊκή επαρχία Βιθυνία και Πόντος,Roman province of Bithynia and Pontus,medium,src-metmuseum-50fe20dc493f,successor_el: Ρωμαϊκή επαρχία Βιθυνία και Πόντος,reviewed
rel-ef5ace7b2ef0,colony-apollonia-illyria,founded_from,,settlement-korinthos-kai-kerkyra,Κόρινθος και Κέρκυρα,Corinth and Corfu,medium,src-pleiades-481728,metropolis_el: Κόρινθος και Κέρκυρα,reviewed
rel-f035c8de9bc7,sanctuary-kos-asklepieion,cult_of,,deity_or_cult-asklepios-ygeia-kai-apollon,"Ασκληπιός, Υγεία και Απόλλων","Asclepius, Hygeia and Apollo",medium,src-pleiades-599528,"deity_or_cult_el: Ασκληπιός, Υγεία και Απόλλων",reviewed
rel-f05556d959d8,colony-histria-pontica,founded_from,colony-miletus,,Μίλητος,Miletus,medium,src-pleiades-216839,metropolis_el: Μίλητος,reviewed
rel-f0f0b4850fe7,sanctuary-histria-sacred-zone,associated_with_settlement,colony-histria-pontica,,Ίστρια,Histria,high,src-pleiades-216839,Ρητή επιμελητική σύνδεση της ιερής ζώνης με την Ιστρία.,reviewed
rel-f2f9db798432,colony-ambracia,founded_from,city-corinth,,Κόρινθος,Corinth,medium,src-pleiades-530794,metropolis_el: Κόρινθος,reviewed
rel-f32c4a0833d4,colony-priene,founded_from,,settlement-athena-kai-theba-paradose,Αθήνα και Θήβα (παράδοση),Athens and Thebes (tradition),medium,src-pleiades-599905,metropolis_el: Αθήνα και Θήβα (παράδοση),reviewed
rel-f35c9164c343,sanctuary-priene-athena-polias-sanctuary,cult_of,,deity_or_cult-athena-polias,Αθηνά Πολιάς,Athena Polias,medium,src-pleiades-298577312,deity_or_cult_el: Αθηνά Πολιάς,reviewed
rel-f6e71aa11884,sanctuary-pantikapaion-apollo-ietros-sanctuary,cult_of,,deity_or_cult-apollon-ietros,Απόλλων Ιητρός,Apollo Iatros,medium,src-pleiades-854719,deity_or_cult_el: Απόλλων Ιητρός,reviewed
rel-f6e9d22630eb,sanctuary-cyrene-apollo-sanctuary,associated_with_settlement,colony-cyrene,,Κυρήνη,Cyrene,high,src-pleiades-464482220,Ρητή επιμελητική σύνδεση του ιερού του Απόλλωνα με την Κυρήνη.,reviewed
rel-f7980ef9c3e2,sanctuary-isthmia-poseidon-sanctuary,cult_of,,deity_or_cult-poseidon-kai-palaimon,Ποσειδών και Παλαίμων,Poseidon and Palaimon,medium,src-pleiades-570316,deity_or_cult_el: Ποσειδών και Παλαίμων,reviewed
rel-f7d021086d5a,kingdom-pylos-palatial,succeeded_by,,polity-metanaktorikes-koinotetes-tes-messenias,Μετανακτορικές κοινότητες της Μεσσηνίας,Post-palatial communities of Messenia,medium,src-odysseus-00e2d87ae4a8,successor_el: Μετανακτορικές κοινότητες της Μεσσηνίας,reviewed
rel-f83c65806821,sanctuary-cyrene-apollo-sanctuary,cult_of,,deity_or_cult-apollon-karneios-artemis-kai-kyrene,"Απόλλων Καρνείος, Άρτεμις και Κυρήνη","Apollo Karneios, Artemis and Cyrene",medium,src-pleiades-464482220,"deity_or_cult_el: Απόλλων Καρνείος, Άρτεμις και Κυρήνη",reviewed
rel-f8519d55b51f,kingdom-macedon-argead,preceded_by,,polity-proimes-makedonikes-egemonies,Πρώιμες μακεδονικές ηγεμονίες,Early Macedonian hegemonies,medium,src-whc-fd006971700c,predecessor_el: Πρώιμες μακεδονικές ηγεμονίες,reviewed
rel-f896a4ac568d,kingdom-greco-bactrian-eucratid,representative_center,,settlement-baktra,Βάκτρα,Bactra,high,src-iranicaonline-2bb61f112fc3,representative_center_el: Βάκτρα,reviewed
rel-f9e933dbf467,sanctuary-naukratis-hellenion,associated_with_settlement,colony-naucratis,,Ναύκρατις,Naucratis,high,src-britishmuseum-4626abd5cbdd,Ρητή επιμελητική σύνδεση του Ελληνίου με τη Ναύκρατι.,reviewed
rel-fbba6997914f,kingdom-syracuse-hieron-ii,preceded_by,,polity-metapyrreia-politike-astatheia-stis-syrakoyses,Μεταπύρρεια πολιτική αστάθεια στις Συρακούσες,Post-Pyrrhic political instability in Syracuse,medium,src-britishmuseum-d101eb623c92,predecessor_el: Μεταπύρρεια πολιτική αστάθεια στις Συρακούσες,reviewed
rel-fc25d029f18c,sanctuary-kourion-apollo-hylates-sanctuary,cult_of,,deity_or_cult-apollon-ylates,Απόλλων Υλάτης,Apollo Hylates,medium,src-pleiades-707476,deity_or_cult_el: Απόλλων Υλάτης,reviewed
rel-fd71cc54a8b8,colony-olbia-pontica,founded_from,colony-miletus,,Μίλητος,Miletus,medium,src-pleiades-226546,metropolis_el: Μίλητος,reviewed
rel-fdaffda5b134,kingdom-cappadocia-late-client,succeeded_by,,polity-romaike-eparchia-kappadokia,Ρωμαϊκή επαρχία Καππαδοκία,Roman province of Cappadocia,medium,src-iranicaonline-0624b0b64cf3,successor_el: Ρωμαϊκή επαρχία Καππαδοκία,reviewed
rel-fefbda203da9,kingdom-syracuse-hieron-ii,succeeded_by,,polity-ieronymos-kai-katopin-romaike-kataktese,Ιερώνυμος και κατόπιν ρωμαϊκή κατάκτηση,Hieronymus and subsequent Roman conquest,medium,src-britishmuseum-d101eb623c92,successor_el: Ιερώνυμος και κατόπιν ρωμαϊκή κατάκτηση,reviewed
